A small girl sits on the couch watching her brother play video games.,A small girl sits on the sofa watching her brother play video games.,Paraphrasing
A small girl sits on the couch watching her brother play video games.,A little girl sits on the couch watching her brother play video games.,Paraphrasing
A small girl sits on the couch watching her brother play video games.,A tiny girl sits on the couch watching her brother play video games.,Paraphrasing
an elderly woman outside near some trees and an interesting architectural design.,an elderly woman outside close to some trees and an interesting architectural design.,Paraphrasing
"A woman prepares a salad with lettuce, cucumbers, and mushrooms with an orange dressing.","A woman prepares a salad with lettuce, vegetables, and mushrooms with an orange dressing.",strict_entailment
Someone is splashing through ankle--high sun-lit water to try to get to the other side of the small river.,Someone is splashing through ankle--high sun-lit water to try to get to the other side of the little river.,Paraphrasing
"Two men pushing wheelbarrows, two men looking at them, they are in the desert near some block construction buildings.","Two men pushing wheelbarrows, two men looking at them, they are in the desert close to some block construction buildings.",Paraphrasing
A rice field near some old buildings.,A rice field close to some old buildings.,Paraphrasing
A little girl in a yellowish green and orange dress holds a balloon her mom bought her.,A small girl in a yellowish green and orange dress holds a balloon her mom bought her.,Paraphrasing
A little girl in a yellowish green and orange dress holds a balloon her mom bought her.,A little girl in a yellowish green and orange dress holds a balloon her mother bought her.,Paraphrasing
A little girl in a yellowish green and orange dress holds a balloon her mom bought her.,A tiny girl in a yellowish green and orange dress holds a balloon her mom bought her.,Paraphrasing
A little girl rides her tricycle on a deserted street.,A tiny girl rides her tricycle on a deserted street.,Paraphrasing
A little girl rides her tricycle on a deserted street.,A small girl rides her tricycle on a deserted street.,Paraphrasing
A little girl rides her tricycle on a deserted street.,A little girl rides her tricycle on a deserted road.,Paraphrasing
A little girl walking away from her bicycle and walking down the street.,A small girl walking away from her bicycle and walking down the street.,Paraphrasing
A little girl walking away from her bicycle and walking down the street.,A tiny girl walking away from her bicycle and walking down the street.,Paraphrasing
A little girl walking away from her bicycle and walking down the street.,A little girl walking away from her bicycle and walking down the road.,Paraphrasing
Two separate people in small boats trying to come ashore on a beach as the sun either sets or rises.,Two separate people in small boats trying to go ashore on a beach as the sun either sets or rises.,Paraphrasing
A little girl leaning over a small fence looking closely at a cow.,A small girl leaning over a small fence looking closely at a cow.,Paraphrasing
A little girl leaning over a small fence looking closely at a cow.,A little girl leaning over a little fence looking closely at a cow.,Paraphrasing
A little girl leaning over a small fence looking closely at a cow.,A tiny girl leaning over a small fence looking closely at a cow.,Paraphrasing
A little boy with a cream colored shirt holding a small piece of candy in a wrapper.,A little boy with a cream colored shirt holding a tiny piece of candy in a wrapper.,Paraphrasing
A little boy with a cream colored shirt holding a small piece of candy in a wrapper.,A little boy with a cream colored shirt holding a little piece of candy in a wrapper.,Paraphrasing
A little boy with a cream colored shirt holding a small piece of candy in a wrapper.,A small boy with a cream colored shirt holding a small piece of candy in a wrapper.,Paraphrasing
The football players are playing the fourth quarter.,The football players are playing the 4th quarter.,Paraphrasing
An old man is peeling a carrot.,An old man is peeling a vegetable.,strict_entailment
"An older, bearded man play a small metal whistle while holding an oboe in his arm on a city street in font of a store window.","An older, bearded man play a small metal whistle while holding an oboe in his arm on a city road in font of a store window.",Paraphrasing
"An older, bearded man play a small metal whistle while holding an oboe in his arm on a city street in font of a store window.","An older, bearded man play a little metal whistle while holding an oboe in his arm on a city street in font of a store window.",Paraphrasing
"An older, bearded man play a small metal whistle while holding an oboe in his arm on a city street in font of a store window.","An older, bearded man play a tiny metal whistle while holding an oboe in his arm on a city street in font of a store window.",Paraphrasing
A man is wearing sunglasses so no one will recognize him on a boat ferry.,A man is wearing sunglasses so nobody will recognize him on a boat ferry.,Paraphrasing
The little boy hates christmas.,The small boy hates christmas.,Paraphrasing
She is really happy,She is really pleased,Paraphrasing
She is really happy,She is really glad,Paraphrasing
A small child looks at children's books near some toys,A little child looks at children's books near some toys,Paraphrasing
a guy laying in a field who seems very happy,a guy laying in a field who seems very glad,Paraphrasing
a guy laying in a field who seems very happy,a guy laying in a field who seems very pleased,Paraphrasing
a guy laying in a field who seems very happy,a guy laying in a field who seems very delighted,Paraphrasing
a guy laying in a field who seems very happy,a guy laying in a field who seems very joyful,Paraphrasing
little girl standing with her cycle in the street.,small girl standing with her cycle in the street.,Paraphrasing
little girl standing with her cycle in the street.,tiny girl standing with her cycle in the street.,Paraphrasing
little girl standing with her cycle in the street.,little girl standing with her cycle in the road.,Paraphrasing
The little girl is taking a photo for her mother.,The tiny girl is taking a photo for her mother.,Paraphrasing
The little girl is taking a photo for her mother.,The little girl is taking a photo for her mom.,Paraphrasing
The little girl is taking a photo for her mother.,The small girl is taking a photo for her mother.,Paraphrasing
Person in small boat floating close to beach.,Person in tiny boat floating close to beach.,Paraphrasing
Person in small boat floating close to beach.,Person in small boat floating near beach.,Paraphrasing
Person in small boat floating close to beach.,Person in little boat floating close to beach.,Paraphrasing
A small dog runs from the dirt onto the street,A little dog runs from the dirt onto the street,Paraphrasing
A small dog runs from the dirt onto the street,A tiny dog runs from the dirt onto the street,Paraphrasing
A small dog runs from the dirt onto the street,A small dog runs from the dirt onto the road,Paraphrasing
A woman poses for a photo and looks very happy,A woman poses for a photo and looks very joyful,Paraphrasing
A woman poses for a photo and looks very happy,A woman poses for a photo and looks very pleased,Paraphrasing
A woman poses for a photo and looks very happy,A woman poses for a photo and looks very delighted,Paraphrasing
A woman poses for a photo and looks very happy,A woman poses for a photo and looks very glad,Paraphrasing
A little girl near a body of water pokes a stick into it.,A little girl close to a body of water pokes a stick into it.,Paraphrasing
A little girl near a body of water pokes a stick into it.,A tiny girl near a body of water pokes a stick into it.,Paraphrasing
A little girl near a body of water pokes a stick into it.,A small girl near a body of water pokes a stick into it.,Paraphrasing
"A man with glasses plays with a little girl while walking down the street, while an Asian woman walks ahead of them.","A man with glasses plays with a small girl while walking down the street, while an Asian woman walks ahead of them.",Paraphrasing
"A man with glasses plays with a little girl while walking down the street, while an Asian woman walks ahead of them.","A man with glasses plays with a little girl while walking down the road, while an Asian woman walks ahead of them.",Paraphrasing
"A man with glasses plays with a little girl while walking down the street, while an Asian woman walks ahead of them.","A man with glasses plays with a tiny girl while walking down the street, while an Asian woman walks ahead of them.",Paraphrasing
There are people sitting near the street.,There are people sitting near the road.,Paraphrasing
The dog that is shown is very happy.,The dog that is shown is very pleased.,Paraphrasing
The dog that is shown is very happy.,The dog that is shown is very joyful.,Paraphrasing
The dog that is shown is very happy.,The dog that is shown is very delighted.,Paraphrasing
The dog that is shown is very happy.,The dog that is shown is very glad.,Paraphrasing
The two reptiles are standing on their back legs near deep water.,The two reptiles are standing on their back legs near high water.,Paraphrasing
The man is near two children.,The man is near 2 children.,Paraphrasing
The two men on the balcony are looking at the moon.,The 2 men on the balcony are looking at the moon.,Paraphrasing
"Two women attempt to blow out the candles of a multicolored, multi-tiered cake while a third woman holds a candle up in the air.","Two women attempt to blow out the candles of a multicolored, multi-tiered cake while a 3rd woman holds a candle up in the air.",Paraphrasing
A photo of four people in a kitchen.,A photo of four people in a room.,strict_entailment
"Two sad people are walking beside a road, holding large pots on their heads.","Two miserable people are walking beside a road, holding large pots on their heads.",Paraphrasing
"Two sad people are walking beside a road, holding large pots on their heads.","Two sad people are walking beside a street, holding large pots on their heads.",Paraphrasing
"Two sad people are walking beside a road, holding large pots on their heads.","Two unhappy people are walking beside a road, holding large pots on their heads.",Paraphrasing
"A little girl is in a grassy field, jumping over a small hole in the ground.","A little girl is in a grassy field, jumping over a tiny hole in the ground.",Paraphrasing
"A little girl is in a grassy field, jumping over a small hole in the ground.","A little girl is in a grassy field, jumping over a little hole in the ground.",Paraphrasing
"A little girl is in a grassy field, jumping over a small hole in the ground.","A tiny girl is in a grassy field, jumping over a small hole in the ground.",Paraphrasing
"A little girl is in a grassy field, jumping over a small hole in the ground.","A small girl is in a grassy field, jumping over a small hole in the ground.",Paraphrasing
The small girl in the red shirt pushes the little boy on the baby swing.,The small girl in the red shirt pushes the small boy on the baby swing.,Paraphrasing
The small girl in the red shirt pushes the little boy on the baby swing.,The little girl in the red shirt pushes the little boy on the baby swing.,Paraphrasing
The small girl in the red shirt pushes the little boy on the baby swing.,The tiny girl in the red shirt pushes the little boy on the baby swing.,Paraphrasing
A plain woman in a dress standing in the street facing the sun.,A plain woman in a dress standing in the road facing the sun.,Paraphrasing
"Two ladies and a teenage girl all dressed in summer attire are bending down and laughing, showing a small puppy to a little girl.","Two ladies and a teenage girl all dressed in summer attire are bending down and laughing, showing a little puppy to a little girl.",Paraphrasing
"Two ladies and a teenage girl all dressed in summer attire are bending down and laughing, showing a small puppy to a little girl.","Two ladies and a teenage girl all dressed in summer attire are bending down and laughing, showing a small puppy to a small girl.",Paraphrasing
"Two ladies and a teenage girl all dressed in summer attire are bending down and laughing, showing a small puppy to a little girl.","Two ladies and a teenage girl all dressed in summer attire are bending down and laughing, showing a small puppy to a tiny girl.",Paraphrasing
A small dog is running on the grass beside the road.,A little dog is running on the grass beside the road.,Paraphrasing
A small dog is running on the grass beside the road.,A tiny dog is running on the grass beside the road.,Paraphrasing
A small dog is running on the grass beside the road.,A small dog is running on the grass beside the street.,Paraphrasing
A little car travels along a village street.,A little car travels along a village road.,Paraphrasing
A little car travels along a village street.,A tiny car travels along a village street.,Paraphrasing
A little car travels along a village street.,A small car travels along a village street.,Paraphrasing
A family is jogging through an empty street in the morning.,A family is jogging through an empty road in the morning.,Paraphrasing
Two dogs play with each other while their owners watch to make sure no one gets hurt,Two dogs play with each other while their owners watch to make sure nobody gets hurt,Paraphrasing
"Two men and a woman walking down a small city street, while a crowd of people are walking behind them.","Two men and a woman walking down a tiny city street, while a crowd of people are walking behind them.",Paraphrasing
"Two men and a woman walking down a small city street, while a crowd of people are walking behind them.","Two men and a woman walking down a small city road, while a crowd of people are walking behind them.",Paraphrasing
"Two men and a woman walking down a small city street, while a crowd of people are walking behind them.","Two men and a woman walking down a little city street, while a crowd of people are walking behind them.",Paraphrasing
A little girl is playing near a hay bale.,A little girl is playing close to a hay bale.,Paraphrasing
A little girl is playing near a hay bale.,A small girl is playing near a hay bale.,Paraphrasing
A little girl is playing near a hay bale.,A tiny girl is playing near a hay bale.,Paraphrasing
Two boys are watching a small train as it passes near them.,Two boys are watching a small train as it passes close to them.,Paraphrasing
A woman is trying to win ten dollars by knocking a glass over with a potato.,A woman is trying to win ten dollars by knocking a glass over with a vegetable.,strict_entailment
A man dressed in white and blue clothes leap on his bed in a hotel room near the beach.,A man dressed in white and blue clothes leap on his bed in an inn room near the beach.,Paraphrasing
An older crowd looks up at a small stage in the street.,An older crowd looks up at a small stage in the road.,Paraphrasing
An older crowd looks up at a small stage in the street.,An older crowd looks up at a little stage in the street.,Paraphrasing
An older crowd looks up at a small stage in the street.,An older crowd looks up at a tiny stage in the street.,Paraphrasing
A man steals a bicycle and rides away quickly so that no one notices.,A man steals a bicycle and rides away rapidly so that no one notices.,Paraphrasing
A man steals a bicycle and rides away quickly so that no one notices.,A man steals a bicycle and rides away quickly so that nobody notices.,Paraphrasing
Many people are gathered in a city street near two large brown buildings.,Many people are gathered in a city street close to two large brown buildings.,Paraphrasing
Young people stand near some rocks.,Young people stand close to some rocks.,Paraphrasing
lots of people walk on a road near several buildings towards a nation park where they're camping,lots of people walk on a street near several buildings towards a nation park where they're camping,Paraphrasing
A man is asleep on the ground near two bank machines.,A man is asleep on the ground close to two bank machines.,Paraphrasing
An asian woman is reading the bus schedule near two men waiting for the bus.,An asian woman is reading the bus schedule near 2 men waiting for the bus.,Paraphrasing
"A small girl is near a building, holding her hand up to her chin.","A little girl is near a building, holding her hand up to her chin.",Paraphrasing
"A small girl is near a building, holding her hand up to her chin.","A small girl is close to a building, holding her hand up to her chin.",Paraphrasing
Seven vehicles parked on one side of a small street.,Seven vehicles parked on one side of a tiny street.,Paraphrasing
Seven vehicles parked on one side of a small street.,Seven vehicles parked on one side of a little street.,Paraphrasing
Seven vehicles parked on one side of a small street.,Seven vehicles parked on one side of a small road.,Paraphrasing
A boy in a green shirt is planting potatoes.,A boy in a green shirt is planting vegetables.,strict_entailment
A little small girl playing in a river with a dog.,A tiny small girl playing in a river with a dog.,Paraphrasing
A little small girl playing in a river with a dog.,A little tiny girl playing in a river with a dog.,Paraphrasing
A little girl is using a small green shovel to scoop sand at the beach.,A small girl is using a small green shovel to scoop sand at the beach.,Paraphrasing
A little girl is using a small green shovel to scoop sand at the beach.,A tiny girl is using a small green shovel to scoop sand at the beach.,Paraphrasing
A little girl is using a small green shovel to scoop sand at the beach.,A little girl is using a tiny green shovel to scoop sand at the beach.,Paraphrasing
A little girl is using a small green shovel to scoop sand at the beach.,A little girl is using a little green shovel to scoop sand at the beach.,Paraphrasing
A man sitting close to the center of a room that is filled with pictures.,A man sitting near the center of a room that is filled with pictures.,Paraphrasing
A man with long gray hair while wearing a suit is tuning a instrument near some microphones on stands while having nearby musical equipment nearby and as the background.,A man with long gray hair while wearing a suit is tuning a instrument close to some microphones on stands while having nearby musical equipment nearby and as the background.,Paraphrasing
The men are very happy.,The men are very pleased.,Paraphrasing
The men are very happy.,The men are very delighted.,Paraphrasing
The men are very happy.,The men are very glad.,Paraphrasing
The men are very happy.,The men are very joyful.,Paraphrasing
Two female humans near some water.,Two female humans close to some water.,Paraphrasing
Four girls are sitting in the grass talking about the several men standing near them.,Four girls are sitting in the grass talking about the several men standing close to them.,Paraphrasing
Four girls are sitting in the grass talking about the several men standing near them.,Four girls are sitting in the grass talking about the same men standing near them.,Paraphrasing
A little girl jumping off the couch,A tiny girl jumping off the couch,Paraphrasing
A little girl jumping off the couch,A small girl jumping off the couch,Paraphrasing
A little girl jumping off the couch,A little girl jumping off the sofa,Paraphrasing
An elderly man gives a woman some carrots.,An elderly man gives a woman some vegetables.,strict_entailment
A woman stands outside close to the sun.,A woman stands outside near the sun.,Paraphrasing
Mom and kids are very happy,Mom and kids are very joyful,Paraphrasing
Mom and kids are very happy,Mom and kids are very delighted,Paraphrasing
Mom and kids are very happy,Mom and kids are very glad,Paraphrasing
Mom and kids are very happy,Mom and kids are very pleased,Paraphrasing
The little girl is on her way to the park with her mom.,The little girl is on her way to the park with her mother.,Paraphrasing
The little girl is on her way to the park with her mom.,The small girl is on her way to the park with her mom.,Paraphrasing
The little girl is on her way to the park with her mom.,The tiny girl is on her way to the park with her mom.,Paraphrasing
A little girls sits near the lake.,A small girls sits near the lake.,Paraphrasing
"A small group of three boys and two girls, is standing on the beach near the water.","A tiny group of three boys and two girls, is standing on the beach near the water.",Paraphrasing
A little girl in a yellow shirt stands near two women and a tricycle in a public place.,A little girl in a yellow shirt stands close to two women and a tricycle in a public place.,Paraphrasing
A little girl in a yellow shirt stands near two women and a tricycle in a public place.,A tiny girl in a yellow shirt stands near two women and a tricycle in a public place.,Paraphrasing
A little girl in a yellow shirt stands near two women and a tricycle in a public place.,A small girl in a yellow shirt stands near two women and a tricycle in a public place.,Paraphrasing
"A little girl sits in a highchair, looking unhappy.","A small girl sits in a highchair, looking unhappy.",Paraphrasing
"A little girl sits in a highchair, looking unhappy.","A little girl sits in a highchair, looking sad.",Paraphrasing
"A little girl sits in a highchair, looking unhappy.","A tiny girl sits in a highchair, looking unhappy.",Paraphrasing
A group of people in costumes are sitting near two statues.,A group of people in costumes are sitting close to two statues.,Paraphrasing
A little girl sits with her dad.,A small girl sits with her dad.,Paraphrasing
A little girl sits with her dad.,A little girl sits with her father.,Paraphrasing
A little girl sits with her dad.,A tiny girl sits with her dad.,Paraphrasing
A little boy is looking at his gifts on Christmas morning.,A small boy is looking at his gifts on Christmas morning.,Paraphrasing
The first baseman is catching the ball.,The 1st baseman is catching the ball.,Paraphrasing
There are 4 people in the snow at night wearing bathing suits standing and walking near a small building with a light on.,There are 4 people in the snow at night wearing bathing suits standing and walking near a tiny building with a light on.,Paraphrasing
There are 4 people in the snow at night wearing bathing suits standing and walking near a small building with a light on.,There are 4 people in the snow at night wearing bathing suits standing and walking near a little building with a light on.,Paraphrasing
There are 4 people in the snow at night wearing bathing suits standing and walking near a small building with a light on.,There are 4 people in the snow at night wearing bathing suits standing and walking close to a small building with a light on.,Paraphrasing
A little girl and a woman wearing colorful costumes walk across the street.,A tiny girl and a woman wearing colorful costumes walk across the street.,Paraphrasing
A little girl and a woman wearing colorful costumes walk across the street.,A little girl and a woman wearing colorful costumes walk across the road.,Paraphrasing
A little girl and a woman wearing colorful costumes walk across the street.,A small girl and a woman wearing colorful costumes walk across the street.,Paraphrasing
People outside talking near a beach with a small girl.,People outside talking near a beach with a little girl.,Paraphrasing
People outside talking near a beach with a small girl.,People outside talking close to a beach with a small girl.,Paraphrasing
People outside talking near a beach with a small girl.,People outside talking near a beach with a tiny girl.,Paraphrasing
"Two female performers are dressed in eccentric clothing, one wearing red and looks un-amused and one wearing blue that looks extremely happy.","Two female performers are dressed in eccentric clothing, one wearing red and looks un-amused and one wearing blue that looks extremely pleased.",Paraphrasing
"Two female performers are dressed in eccentric clothing, one wearing red and looks un-amused and one wearing blue that looks extremely happy.","Two female performers are dressed in eccentric clothing, one wearing red and looks un-amused and one wearing blue that looks extremely delighted.",Paraphrasing
"Two female performers are dressed in eccentric clothing, one wearing red and looks un-amused and one wearing blue that looks extremely happy.","Two female performers are dressed in eccentric clothing, one wearing red and looks un-amused and one wearing blue that looks extremely glad.",Paraphrasing
Fido knows not to go near the electric fence.,Fido knows not to come near the electric fence.,Paraphrasing
Fido knows not to go near the electric fence.,Fido knows not to stop near the electric fence.,Paraphrasing
Fido knows not to go near the electric fence.,Fido knows not to go close to the electric fence.,Paraphrasing
A woman is sitting near some fruit.,A woman is sitting close to some fruit.,Paraphrasing
"The sad man hold a pole in the air, while sitting close to the cliffs edge.","The sad man hold a pole in the air, while sitting near the cliffs edge.",Paraphrasing
"The sad man hold a pole in the air, while sitting close to the cliffs edge.","The miserable man hold a pole in the air, while sitting close to the cliffs edge.",Paraphrasing
The little girl is showing her mom what she learned at gymnastics that day.,The tiny girl is showing her mom what she learned at gymnastics that day.,Paraphrasing
The little girl is showing her mom what she learned at gymnastics that day.,The small girl is showing her mom what she learned at gymnastics that day.,Paraphrasing
The little girl is showing her mom what she learned at gymnastics that day.,The little girl is showing her mother what she learned at gymnastics that day.,Paraphrasing
A little boy is very happy.,A little boy is very glad.,Paraphrasing
A little boy is very happy.,A little boy is very delighted.,Paraphrasing
A little boy is very happy.,A small boy is very happy.,Paraphrasing
A little boy is very happy.,A little boy is very pleased.,Paraphrasing
A little boy is very happy.,A little boy is very joyful.,Paraphrasing
Two separate people in small boats trying to come ashore on a gulf coast beach as the sun either sets or rises.,Two separate people in little boats trying to come ashore on a gulf coast beach as the sun either sets or rises.,Paraphrasing
Two separate people in small boats trying to come ashore on a gulf coast beach as the sun either sets or rises.,Two separate people in small boats trying to go ashore on a gulf coast beach as the sun either sets or rises.,Paraphrasing
"The girl's father made her a tire swing, and she is very happy.","The girl's father made her a tire swing, and she is very pleased.",Paraphrasing
"The girl's father made her a tire swing, and she is very happy.","The girl's father made her a tire swing, and she is very delighted.",Paraphrasing
"The girl's father made her a tire swing, and she is very happy.","The girl's father made her a tire swing, and she is very joyful.",Paraphrasing
"The girl's father made her a tire swing, and she is very happy.","The girl's father made her a tire swing, and she is very glad.",Paraphrasing
A small girl spins in the waves in the bright sun.,A tiny girl spins in the waves in the bright sun.,Paraphrasing
A fisherman is handling a net on a small boat near a dock.,A fisherman is handling a net on a tiny boat near a dock.,Paraphrasing
A fisherman is handling a net on a small boat near a dock.,A fisherman is handling a net on a small boat close to a dock.,Paraphrasing
A fisherman is handling a net on a small boat near a dock.,A fisherman is handling a net on a little boat near a dock.,Paraphrasing
the man is so happy,the man is so glad,Paraphrasing
the man is so happy,the man is so pleased,Paraphrasing
the man is so happy,the man is so delighted,Paraphrasing
a man in black holds a little girl's hand as they cross the street.,a man in black holds a small girl's hand as they cross the street.,Paraphrasing
a man in black holds a little girl's hand as they cross the street.,a man in black holds a little girl's hand as they cross the road.,Paraphrasing
a man in black holds a little girl's hand as they cross the street.,a man in black holds a tiny girl's hand as they cross the street.,Paraphrasing
The child looks very happy.,The child looks very delighted.,Paraphrasing
The child looks very happy.,The child looks very pleased.,Paraphrasing
The child looks very happy.,The child looks very glad.,Paraphrasing
The child looks very happy.,The child looks very joyful.,Paraphrasing
A little girl is around a lot of people.,A little girl is around plenty of people.,Paraphrasing
A little girl is around a lot of people.,A tiny girl is around a lot of people.,Paraphrasing
A little girl is around a lot of people.,A small girl is around a lot of people.,Paraphrasing
"A little girl jumps into the arms of her mother, standing in a pool.","A little girl jumps into the arms of her mom, standing in a pool.",Paraphrasing
"A little girl jumps into the arms of her mother, standing in a pool.","A small girl jumps into the arms of her mother, standing in a pool.",Paraphrasing
"A little girl jumps into the arms of her mother, standing in a pool.","A tiny girl jumps into the arms of her mother, standing in a pool.",Paraphrasing
A brown-haired girl stoops to pick up a small white puppy on an empty street.,A brown-haired girl stoops to pick up a little white puppy on an empty street.,Paraphrasing
A brown-haired girl stoops to pick up a small white puppy on an empty street.,A brown-haired girl stoops to pick up a small white puppy on an empty road.,Paraphrasing
A brown-haired girl stoops to pick up a small white puppy on an empty street.,A brown-haired girl stoops to pick up a tiny white puppy on an empty street.,Paraphrasing
A little girl races towards her mother.,A little girl races towards her mom.,Paraphrasing
A little girl races towards her mother.,A tiny girl races towards her mother.,Paraphrasing
A little girl races towards her mother.,A small girl races towards her mother.,Paraphrasing
A dancer in a street parade wearing an elaborate feather headdress and a very small blue bikini.,A dancer in a street parade wearing an elaborate feather headdress and a very little blue bikini.,Paraphrasing
A dancer in a street parade wearing an elaborate feather headdress and a very small blue bikini.,A dancer in a street parade wearing an elaborate feather headdress and a very tiny blue bikini.,Paraphrasing
"Four young adults sit outside on a wooden deck near a building around a small round table, while another person stands on the edge of the deck, leaning on the wooden railing, with the sun shining on one of them and the rest of them are in the shade, two of them crossing their legs, one holding a cellphone out in front of himself and another holding a green and red soda can.","Four young adults sit outside on a wooden deck near a building around a small round table, while another person stands on the edge of the deck, leaning on the wooden railing, with the sun shining on one of them and the rest of them are in the shade, 2 of them crossing their legs, one holding a cellphone out in front of himself and another holding a green and red soda can.",Paraphrasing
A little girl in a red jumper crying with her older sister and mom.,A tiny girl in a red jumper crying with her older sister and mom.,Paraphrasing
A little girl in a red jumper crying with her older sister and mom.,A little girl in a red jumper crying with her older sister and mother.,Paraphrasing
A little girl in a red jumper crying with her older sister and mom.,A small girl in a red jumper crying with her older sister and mom.,Paraphrasing
Two young children wearing warm coats and hoods walk hand in hand in the street in front of a building with one small bit of red graffiti while a woman looks in their direction.,Two young children wearing warm coats and hoods walk hand in hand in the street in front of a building with one tiny bit of red graffiti while a woman looks in their direction.,Paraphrasing
Two young children wearing warm coats and hoods walk hand in hand in the street in front of a building with one small bit of red graffiti while a woman looks in their direction.,Two young children wearing warm coats and hoods walk hand in hand in the road in front of a building with one small bit of red graffiti while a woman looks in their direction.,Paraphrasing
Two young children wearing warm coats and hoods walk hand in hand in the street in front of a building with one small bit of red graffiti while a woman looks in their direction.,Two young children wearing warm coats and hoods walk hand in hand in the street in front of a building with one little bit of red graffiti while a woman looks in their direction.,Paraphrasing
A man sits in a canoe on a lake near green plants.,A man sits in a canoe on a lake close to green plants.,Paraphrasing
A man is near a small car.,A man is near a tiny car.,Paraphrasing
A man is near a small car.,A man is near a little car.,Paraphrasing
A man is near a small car.,A man is close to a small car.,Paraphrasing
"There is a little girl showing off her new dress to her father, a professional baseball player.","There is a small girl showing off her new dress to her father, a professional baseball player.",Paraphrasing
"There is a little girl showing off her new dress to her father, a professional baseball player.","There is a tiny girl showing off her new dress to her father, a professional baseball player.",Paraphrasing
"There is a little girl showing off her new dress to her father, a professional baseball player.","There is a little girl showing off her new dress to her dad, a professional baseball player.",Paraphrasing
A small child wearing something to protect him  from the sun.,A little child wearing something to protect him  from the sun.,Paraphrasing
"Two motorcycle racers are rounding a corner on the track at a sharp angle, close to the ground.","Two motorcycle racers are rounding a corner on the track at a low angle, close to the ground.",Paraphrasing
"Two motorcycle racers are rounding a corner on the track at a sharp angle, close to the ground.","Two motorcycle racers are rounding a corner on the track at a flat angle, close to the ground.",Paraphrasing
A large SWAT team wearing riot gear and carrying assault rifles walks down the street towards the angry mob.,A large SWAT team wearing riot gear and carrying assault rifles walks down the street towards the furious mob.,Paraphrasing
A large SWAT team wearing riot gear and carrying assault rifles walks down the street towards the angry mob.,A large SWAT team wearing riot gear and carrying assault rifles walks down the road towards the angry mob.,Paraphrasing
A large SWAT team wearing riot gear and carrying assault rifles walks down the street towards the angry mob.,A large SWAT team wearing riot gear and carrying assault rifles walks down the street towards the mad mob.,Paraphrasing
A large SWAT team wearing riot gear and carrying assault rifles walks down the street towards the angry mob.,A large SWAT team wearing riot gear and carrying assault rifles walks up the street towards the angry mob.,Paraphrasing
A woman stands close to the water.,A woman stands near the water.,Paraphrasing
A man in a garage changing oil in a car.,A man in a building changing oil in a car.,strict_entailment
A man driving a small black car is racing down the road.,A man driving a little black car is racing down the road.,Paraphrasing
A man driving a small black car is racing down the road.,A man driving a tiny black car is racing down the road.,Paraphrasing
A man driving a small black car is racing down the road.,A man driving a small black car is racing down the street.,Paraphrasing
A woman is near some paper on a table.,A woman is close to some paper on a table.,Paraphrasing
A man sitting close to the floor polishes another man's shoe.,A man sitting near the floor polishes another man's shoe.,Paraphrasing
A man crosses the street in between a bright orange car and a yellow taxi cab with a contraption comprised of a basket attached with ropes to carry his wares.,A man crosses the road in between a bright orange car and a yellow taxi cab with a contraption comprised of a basket attached with ropes to carry his wares.,Paraphrasing
A small girl is following people walking down a dirt road.,A tiny girl is following people walking down a dirt road.,Paraphrasing
A small girl is following people walking down a dirt road.,A small girl is following people walking down a dirt street.,Paraphrasing
A small girl is following people walking down a dirt road.,A little girl is following people walking down a dirt road.,Paraphrasing
The woman is near the little girl.,The woman is near the tiny girl.,Paraphrasing
Two men and a little girl selling balloons on the street.,Two men and a tiny girl selling balloons on the street.,Paraphrasing
Two men and a little girl selling balloons on the street.,Two men and a little girl selling balloons on the road.,Paraphrasing
Two men and a little girl selling balloons on the street.,Two men and a small girl selling balloons on the street.,Paraphrasing
Two men stand close to one another.,Two men stand near one another.,Paraphrasing
"A woman and a girl inside, near some gifts during the holidays.","A woman and a girl inside, close to some gifts during the holidays.",Paraphrasing
A small dog in the road,A little dog in the road,Paraphrasing
A small dog in the road,A small dog in the street,Paraphrasing
A small dog in the road,A tiny dog in the road,Paraphrasing
The man is very happy.,The man is very glad.,Paraphrasing
The man is very happy.,The man is very pleased.,Paraphrasing
The man is very happy.,The man is very joyful.,Paraphrasing
The man is very happy.,The man is very delighted.,Paraphrasing
"Soldiers stand in formation outside of a building, and one man dressed in street clothes stands near them.","Soldiers stand in formation outside of a building, and one man dressed in street clothes stands close to them.",Paraphrasing
A person is using a razor in the bathroom.,A person is using a razor in the bedroom.,Paraphrasing
"A shirtless man in a white cap relaxes in a deck chair, close to three parked bicycles.","A shirtless man in a white cap relaxes in a deck chair, near three parked bicycles.",Paraphrasing
"An ice cream truck came by and gave the kids free ice cream, making them happy.","An ice cream truck came by and gave the kids free ice cream, making them delighted.",Paraphrasing
"An ice cream truck came by and gave the kids free ice cream, making them happy.","An ice cream truck came by and gave the kids free ice cream, making them pleased.",Paraphrasing
"An ice cream truck came by and gave the kids free ice cream, making them happy.","An ice cream truck came by and gave the kids free ice cream, making them glad.",Paraphrasing
"Two young, White males are outside near many bushes.","Two young, White males are outside close to many bushes.",Paraphrasing
A man selling fresh produce on a street corner from his wheeled cart.,A man selling fresh produce on a road corner from his wheeled cart.,Paraphrasing
The pretty little girl with the red brush is combing her hair.,The pretty tiny girl with the red brush is combing her hair.,Paraphrasing
The pretty little girl with the red brush is combing her hair.,The pretty small girl with the red brush is combing her hair.,Paraphrasing
